Quote,Author,Book,Year,Category,Page,Source_Book_ID,Quote_Length,Import_Status,AI_Confidence,Notes
"It may be observed that this law is nearly if not quite axiomatic, its contrary being enormously difficult if not impossible to formulate mentally.",,Berashith an Essay in Ontology,,Unknown,,Berashith an Essay in Ontology,147,,63.25,
"I much fear that eternal life, and consequently eternal suffering, joy, and change of all kinds, will be their melancholy fate.",,Berashith,,Unknown,,Berashith,127,,65.75,
"The consciousness of the Absolute-wala is really extended infinitely rather than diminished infinitely, as he will himself assure you.",,Berashith,,Unknown,,Berashith,134,,65.5,
"By act, word, and thought, both in quantity and quality, the one object of the ceremony is being constantly indicated.",,Berashith,,Unknown,,Berashith,118,,65.5,
"In some departments of our daily life, in which we imagine ourselves free agents, we are ruled by dictators exercising great power.",,Bernays - Propaganda (how the media molds your mind) (1928),,Psychology,,Bernays - Propaganda (how the media molds your mind) (1928),131,,68.75,
"He has annual dinners that are a compendium of speeches, flags, bombast, stateliness, pseudo-democ- racy slightly tinged with paternalism.",,Bernays - Propaganda (how the media molds your mind) (1928),,Psychology,,Bernays - Propaganda (how the media molds your mind) (1928),138,,66.5,
"As David Lawrence pointed out in a recent speech, there is need for an intelligent interpretative bureau for our government in Washington.",,Bernays - Propaganda (how the media molds your mind) (1928),,Psychology,,Bernays - Propaganda (how the media molds your mind) (1928),138,,66.5,
"There is a way — it is by means of the psychic powers of desire, energy, thought and consideration together with concentration and effort’ .",,Beyond Belief A Buddhist Critique of Fundamental Christianity,,Unknown,,Beyond Belief A Buddhist Critique of Fundamental Christianity,140,,69.0,
"However, this would mean that the whole universe came into being without purpose or forethought and therefore prove that God was not a loving creator.",,Beyond Belief A Buddhist Critique of Fundamental Christianity,,Unknown,,Beyond Belief A Buddhist Critique of Fundamental Christianity,150,,68.5,
"Although Christians accuse Buddhists of being pessimistic for saying this, life’s inherent un- satisfactoriness is confirmed by the Bible:",,Beyond Belief A Buddhist Critique of Fundamental Christianity,,Unknown,,Beyond Belief A Buddhist Critique of Fundamental Christianity,138,,67.5,
"Although Christians accuse Buddhists of being pessimistic for saying this, life’s inherent unsatisfactoriness is confirmed by the Bible:",,Beyond Belief A Buddhist Critique of Fundamental Christianity,,Unknown,,Beyond Belief_A Buddhist Critique of Fundamental Christianity,136,,67.0,
But why more humans are being reborn as humans is undoubtedly due to an increasingly widespread knowledge of the Buddha’s teachings.,,Beyond Belief A Buddhist Critique of Fundamental Christianity,,Unknown,,Beyond Belief_A Buddhist Critique of Fundamental Christianity,132,,67.0,
"Schumann, fleeing into th e ‘Saxon Switzerland’ of his soul, with a half Werther-like, half Jean-Paul-li ke nature (assuredly not like Beethoven!",,Beyond Good and Evil,,Unknown,,Beyond Good and Evil,145,,67.75,
"philosophy is this tyrannica l impulse itself, the most spiritual Will to Power, the will to ‘creation of the world,’ the will to the causa prima.",,Beyond Good and Evil,,Unknown,,Beyond Good and Evil,146,,67.5,
"consequently also, as may be reasonably inferred, for many of the most del ightful and daring NUANCES of free, f ree-spirited thought.",,Beyond Good and Evil,,Unknown,,Beyond Good and Evil,134,,67.5,
SOULCRAFT is God-reverence with fear of damnation abolished because a truly Divine Spirit would be above the slightest contact with vengeance.,,Beyond Grandeur,,Unknown,,Beyond Grandeur,142,,80.5,
"Pure Space without markings of any sort is a Space contained entirely within Divine consciousness, in that nothing exists outside of it.",,Beyond Grandeur,,Unknown,,Beyond Grandeur,136,,78.0,
"Soul-Spirit, as the mentor had expounded it—or the divine unit of Consciousness identifying itself by Beyond Grandeur—William D.",,Beyond Grandeur,,Unknown,,Beyond Grandeur,128,,74.0,
"These are normal extensions of consciousness, quite apart from the pathological conditions of disordered minds.",,Beyond the Five Senses,,Unknown,,Beyond the Five Senses,111,,67.75,
We are becoming increasingly aware that our consciousness is not confined within the limitations of Time as it is commonly understood.,,Beyond the Five Senses,,Unknown,,Beyond the Five Senses,134,,67.5,
"The unseen helpers all radiated a madonna-blue light, and were actively co -operating with t he spirit-doctors and the healer.",,Beyond the Five Senses,,Unknown,,Beyond the Five Senses,126,,65.5,
"Perhaps, like other Indian Sects, the Kapalikas believed that great magical power could be transferred by taking on the penances of Bhairava.",,Bhairava - The Wrathful,,Unknown,,Bhairava - The Wrathful,141,,64.75,
"Brahma, the Creator, lusted after his mind-borne daughter, and grew four heads in order that he might continually see her.",,Bhairava - The Wrathful,,Unknown,,Bhairava - The Wrathful,122,,64.5,
"magical powers) through the practices of Hatha yoga, and, as already noted, were known as sorcerors of much (though often ill-) repute.",,Bhairava - The Wrathful,,Unknown,,Bhairava - The Wrathful,135,,63.75,
The arriving of Binah in the universe created the final difference of energy types and joined the positive with the negative.,,Binah,,Unknown,,Binah,125,,63.25,
"Binah is the first Female energy in the Supernal Triangle of Kether, Chokmah and Binah and completes the beginning of sexual difference, light and dark, positive and negative forces.",,Binah,,Unknown,,Binah,182,,58.5,
It represents all the negative forces of the stars and the constant birth and death of the universe.,,Binah,,Unknown,,Binah,100,,57.0,
"that he by divine inspiration on the mount, became acquainted with the knowledge of all the natural and secret operations of nature;",,Biographia Antiqua,,Unknown,,Biographia Antiqua,132,,71.0,
"thrice greatest Intelligencer, because he was the first intelligencer who communicated celestial and divine knowledge to mankind by writing.",,Biographia Antiqua,,Unknown,,Biographia Antiqua,140,,69.0,
"and some time since there has been made an English translation of his life, which was condemned, prohibited, and anathematized without reason.",,Biographia Antiqua,,Unknown,,Biographia Antiqua,142,,68.5,
"On the other hand, the LHP-ers are definatley not into bending the knee, suspicious of service, and into being bonked!",,Bitter Venoms,,Unknown,,Bitter Venoms,118,,61.5,
"He is not concerned with the recovery or maintenance of archetypes of the past, but in biological adaptations towards future living...",,Bitter Venoms,,Unknown,,Bitter Venoms,134,,61.5,
"Similar ideas may be found in the Kaula school of Tantrika, and there are numerous rites for contacting such beings.",,Bitter Venoms,,Unknown,,Bitter Venoms,116,,61.0,
"On the other hand, the LHP-ers are definatley not into bending the knee, suspicious of service, and into being bonked!",,Bitter Venoms (1),,Unknown,,Bitter_Venoms (1),118,,61.5,
"He is not concerned with the recovery or maintenance of archetypes of the past, but in biological adaptations towards future living...",,Bitter Venoms (1),,Unknown,,Bitter_Venoms (1),134,,61.5,
"Similar ideas may be found in the Kaula school of Tantrika, and there are numerous rites for contacting such beings.",,Bitter Venoms (1),,Unknown,,Bitter_Venoms (1),116,,61.0,
Nós viajamos freqüentemente ao lado de humanos dormentes para tirar a energia acumulada deles da forma astral cochilando ou dormindo próximos.,,Bíblia Vampírica,,Unknown,,Bíblia Vampírica,142,,62.5,
"Se você fala destas coisas à maioria dos humanos que eles lhe contarão que esta é uma perspectiva brutal e inumana, moralmente-depravada...",,Bíblia Vampírica,,Unknown,,Bíblia Vampírica,139,,60.75,
"BBííbblliiaa VVaammppíírriiccaa 2233 Em um nível mais sutil, comece a repensar suas obrigações de seres humanos que ainda restam em sua mente.",,Bíblia Vampírica,,Unknown,,Bíblia Vampírica,142,,60.5,
"For there is nothing of such transcending vertues, which being destitute of Divine assistance, is content with the nature of it self.",,Bk 1 Occult Philosophy,,Unknown,,Bk 1 Occult Philosophy,133,,73.25,
"This is a vitall spirit, passing through all Beings, giving life, and subsistence to all things, binding, moving, and filling all things.",,Bk 1 Occult Philosophy,,Unknown,,Bk 1 Occult Philosophy,137,,70.25,
"The properties of the Fire that is above, are heat, making all things Fruitfull, and light, giving life to all things.",,Bk 1 Occult Philosophy,,Unknown,,Bk 1 Occult Philosophy,118,,69.5,
"but the soul of the world or universe Magicians call the Jupiter of the world, and the mind of the world Apollo, and the nature of the world, Minerva.",,Bk 2 Occult Philosophy,,Unknown,,Bk 2 Occult Philosophy,150,,68.5,
"Neither could Elements generate and nourish such kind of living creatures, if they themselves were without life or soul.",,Bk 2 Occult Philosophy,,Unknown,,Bk 2 Occult Philosophy,120,,68.0,
"It is manifest concerning breath, and meat, that without drawing of the breath the life doth not endure above seaven hours:",,Bk 2 Occult Philosophy,,Unknown,,Bk 2 Occult Philosophy,123,,67.75,
"Also without a Circle these Spirits may be called to appear, according to the way which is above delivered about the con- secration of a book.",,Bk 4 Occult Philosophy,,Unknown,,Bk 4 Occult Philosophy,142,,68.5,
"and if the Spirit be pertinacious, obstinate, and will not appear, then let him begin to conjure with divine power;",,Bk 4 Occult Philosophy,,Unknown,,Bk 4 Occult Philosophy,115,,66.75,
"Oftentimes also making Prayers and Orations to God and the good Angels before we invocate the evil Spirit, con- juring him by the divine power.",,Bk 4 Occult Philosophy,,Unknown,,Bk 4 Occult Philosophy,143,,66.25,
Various Manuscripts - Chants - Interviews - Tales & Poetry - The Deofel Quintet Layout and compilation by Caput Mortuum Stand:,,Black Book of Satan volumes I-II-III,,Unknown,,Black Book of Satan volumes I-II-III,126,,54.5,
Other databases are: - Various Manuscripts - Chants - Interviews - Tales & Poetry - The Deofel Quintet,,Black Book of Satan volumes I-II-III,,Unknown,,Black Book of Satan volumes I-II-III,102,,50.5,
Please note: This summary is not authorized by the O.N.A.,,Black Book of Satan volumes I-II-III,,Unknown,,Black Book of Satan volumes I-II-III,57,,42.25,
"All habitations and desert spaces are indeed of My own creation, set forth, All fully within My strength, not that of the false gods;",,Black Book of Yezidi Resh Meshaf I,,Unknown,,Black Book of Yezidi Resh Meshaf I,133,,63.25,
"Fifth Section Honor my symbol and image, for it will remind you of what ye have neglected of my laws and ordinances.",,Black Book of Yezidi Resh Meshaf I,,Unknown,,Black Book of Yezidi Resh Meshaf I,116,,63.0,
"Say then, Let the Light of Knowledge flash forth from the Ziarahs, Flash forth from the river of Euphrates to the hiddenness of Schambhallah.",,Black Book of Yezidi Resh Meshaf I,,Unknown,,Black Book of Yezidi Resh Meshaf I,141,,62.75,
