New_ID,Title,Title_Display,Alternate Title,Author,Year,Century,Category,Subcategory,Tradition,Keywords,Difficulty,Language,Public Domain,Short Description,Long Description,PDF_File_Name,PDF_Drive_Link,Cover_Image,OCR_Status,AI_Ready,Quote_1,Quote_2,Quote_3,Quote_Page,Featured,Daily_Wisdom_Eligible,Quest_Eligible,Notes,Preview_PDF_Drive_Link,Preview_Ready,Preview_Page_Count
FL_0648,hpl,Hpl,,,,,,,,,,,,,,hpl.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnTnl3WWtrWDliWG8/view?usp=drivesdk&resourcekey=0-NraIr0Rp6Tw36a86nGeQug,,,,,,,,,,,,https://drive.google.com/file/d/1qlkAshbqIKo5REFkoaU5NU7wLbvMNqPb/view?usp=sharing,True,10.0
FL_0649,Grey Lodge Occult Review Vol I Issue IV,Grey Lodge Occult Review Vol I Issue Iv,,,,,,,,,,,,,,Grey Lodge Occult Review Vol I Issue IV.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnejdhbkUwUllnNmc/view?usp=drivesdk&resourcekey=0-J42PdOD3m_2PG3iQawi6ZA,,,,,,,,,,,,https://drive.google.com/file/d/1OcsAu8wnAYb2nF1A3FnHQdLYkMmvy75q/view?usp=sharing,True,10.0
FL_0650,Samuel F. Morse - Foreign Conspiracy Against the Liberties of the United States (1835),Samuel F. Morse - Foreign Conspiracy Against The Liberties Of The United States (1835),,,,,,,,,,,,,,Samuel F. Morse - Foreign Conspiracy Against the Liberties of the United States (1835).pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnNjJXMXF2dzlrR0k/view?usp=drivesdk&resourcekey=0-n84GhkpiqGwNvsjP0uMkVQ,,,,,,,,,,,,https://drive.google.com/file/d/1oEmG8yBdSdgrlgyWvm_BN7jzzSGZFo3S/view?usp=sharing,True,10.0
FL_0651,Extreme Oath of the Jesuits,Extreme Oath Of The Jesuits,,,,,,,,,,,,,,Extreme Oath of the Jesuits.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZ2xSanpfYXZVRTg/view?usp=drivesdk&resourcekey=0-yXgcOK2aVqiypoOdiF_ThA,,,,,,,,,,,,https://drive.google.com/file/d/1MfhDJaTFVM37oKq4XrjNdbxjNzzBKI90/view?usp=sharing,True,10.0
FL_0652,Edith Moore - No Friend of Democracy (1941),Edith Moore - No Friend Of Democracy (1941),,,,,,,,,,,,,,Edith Moore - No Friend of Democracy (1941).pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZUhhVEYtMzQ5T1k/view?usp=drivesdk&resourcekey=0-JUpyUsiyTL1CQ6azy1WnkQ,,,,,,,,,,,,https://drive.google.com/file/d/1WtSBpFV5FepiLiRX8IRyRMZeHEp21q3G/view?usp=sharing,True,10.0
FL_0653,David A. Plaisted - Estimates of the Number Killed by the Papacy (2006),David A. Plaisted - Estimates Of The Number Killed By The Papacy (2006),,,,,,,,,,,,,,David A. Plaisted - Estimates of the Number Killed by the Papacy (2006).pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnRmx0WVNrQWprZWc/view?usp=drivesdk&resourcekey=0-hvVv98ocflnKFXWcq9MYpw,,,,,,,,,,,,https://drive.google.com/file/d/1270Zpxyc6NKvYQfb3LkreyqUAC7BqRkA/view?usp=sharing,True,10.0
FL_0654,Yetziratic Magic - The Twenty-One Mandalas,Yetziratic Magic - The Twenty-One Mandalas,,,,,,,,,,,,,,Yetziratic Magic - The Twenty-One Mandalas.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mncE8zOV90eWZDUDQ/view?usp=drivesdk&resourcekey=0-YRJPZTj_5nXKs0gOkt4NAg,,,,,,,,,,,,https://drive.google.com/file/d/159DUnVkpHISAiaiLKwHxotxRNbwjzgiN/view?usp=sharing,True,10.0
FL_0655,Yetziratic Divination,Yetziratic Divination,,,,,,,,,,,,,,Yetziratic Divination.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnYWxZOWhPdXJUSHM/view?usp=drivesdk&resourcekey=0-qoa-rb74FmkuQuJJc4fMtQ,,,,,,,,,,,,https://drive.google.com/file/d/1AoROkHD6Izn74em6rFtrOqhiYcjkBYqz/view?usp=sharing,True,10.0
FL_0656,Work of Unification and Devekut,Work Of Unification And Devekut,,,,,,,,,,,,,,Work of Unification and Devekut.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnUERESlI0c0NwVVU/view?usp=drivesdk&resourcekey=0-8D7g7Q49YCJnBSFJjq83pQ,,,,,,,,,,,,https://drive.google.com/file/d/10qkgaG9v8WzgYgsKGXroiP-aO75V6B7b/view?usp=sharing,True,10.0
FL_0657,Western Mysteries Qaballah,Western Mysteries Qaballah,,,,,,,,,,,,,,Western Mysteries Qaballah.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZDF1b3NEcWZmN3M/view?usp=drivesdk&resourcekey=0-qxjPj7B8S--QXgjAeHCtvA,,,,,,,,,,,,https://drive.google.com/file/d/1N4ch871VPlLTpONA1EctTdkrkBA_kf_U/view?usp=sharing,True,10.0
FL_0658,Vision of Ibn Gabriol,Vision Of Ibn Gabriol,,,,,,,,,,,,,,Vision of Ibn Gabriol.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnaTFIVWs4ODV4djA/view?usp=drivesdk&resourcekey=0-fD4_-faOiAqJD1RiyXchQw,,,,,,,,,,,,https://drive.google.com/file/d/1_Zvu8VN_e_bVT5MUrOQnmCUnxnPb-GUo/view?usp=sharing,True,10.0
FL_0659,Tree of Night,Tree Of Night,,,,,,,,,,,,,,Tree of Night.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZ1FmMWtUMklLUms/view?usp=drivesdk&resourcekey=0-6S8Xocgaf89iypnN05inDQ,,,,,,,,,,,,https://drive.google.com/file/d/11H-sSmNHS86vK1WNESs4h3XDECR55Tc5/view?usp=sharing,True,10.0
FL_0660,Unspeakable Name of God in Kabbalah,Unspeakable Name Of God In Kabbalah,,,,,,,,,,,,,,Unspeakable Name of God in Kabbalah.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mndTZ2R3NTNHF1dkE/view?usp=drivesdk&resourcekey=0-kPOdiF7uTMDLCoGGJd4TGw,,,,,,,,,,,,https://drive.google.com/file/d/1V4o80mFjrKZ4p9E_DPsxUOcBL-p7peNC/view?usp=sharing,True,10.0
FL_0661,Tree of Life Pronunciation Guide,Tree Of Life Pronunciation Guide,,,,,,,,,,,,,,Tree of Life Pronunciation Guide.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnNWZ3WDB0NVY0cGM/view?usp=drivesdk&resourcekey=0-wxHZcIHIMMHEGiaYS5iD6g,,,,,,,,,,,,https://drive.google.com/file/d/1YIyCPUpsl8J_nZdQORrEo5zHaVZXPSMp/view?usp=sharing,True,10.0
FL_0662,Tree of Life From the Book Revelation,Tree Of Life From The Book Revelation,,,,,,,,,,,,,,Tree of Life From the Book Revelation.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnUzgzTlRKdzI4aWM/view?usp=drivesdk&resourcekey=0-lFc1LIt0Eis2sexpfzJAYg,,,,,,,,,,,,https://drive.google.com/file/d/1Ckd0tTJ7uOq_yVnSARlErPLk0Q7BMuSD/view?usp=sharing,True,10.0
FL_0663,Translators Introduction to the Zohar,Translators Introduction To The Zohar,,,,,,,,,,,,,,Translators Introduction to the Zohar.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnYzV2dldQOXU3S00/view?usp=drivesdk&resourcekey=0-Ol3zbwEuL8zwS4uEWraAzQ,,,,,,,,,,,,https://drive.google.com/file/d/1nUDkw3PyQLGhXMZK6NrqJWuOOp6BGYu6/view?usp=sharing,True,10.0
FL_0664,Towards the Sacred Union the Mystical Journey of the Soul,Towards The Sacred Union The Mystical Journey Of The Soul,,,,,,,,,,,,,,Towards the Sacred Union the Mystical Journey of the Soul.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnM3hicXIya0xOLWM/view?usp=drivesdk&resourcekey=0-cszDTGhLVFVpW2-TS4Nv0Q,,,,,,,,,,,,https://drive.google.com/file/d/1gk5JCbU9aiwU75xz8Rv-g5UcMN5bmRR8/view?usp=sharing,True,10.0
FL_0665,Three Cultures of Spain,Three Cultures Of Spain,,,,,,,,,,,,,,Three Cultures of Spain.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnSk5ZUFVNUWF0Qmc/view?usp=drivesdk&resourcekey=0-O9tD7MridWQ5U4eTbW7W3w,,,,,,,,,,,,https://drive.google.com/file/d/1wBHHrzXZ3xwH0TnA27hjGu7wwyUBbpFE/view?usp=sharing,True,10.0
FL_0666,Thirteen Petalled Rose Divine Manifestation,Thirteen Petalled Rose Divine Manifestation,,,,,,,,,,,,,,Thirteen Petalled Rose Divine Manifestation.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnYzliai1CT1dKUzQ/view?usp=drivesdk&resourcekey=0-4hqXm3mJYGdswncQ2VJIgQ,,,,,,,,,,,,https://drive.google.com/file/d/1HvZCjRRp0UdFk-u7JOMIXOpFkjLZWuYs/view?usp=sharing,True,10.0
FL_0667,There is None Else Beside Him,There Is None Else Beside Him,,,,,,,,,,,,,,There is None Else Beside Him.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnckh2SVZibHBNVjQ/view?usp=drivesdk&resourcekey=0-ewefIFAJoEBxkYtFTr9zAA,,,,,,,,,,,,https://drive.google.com/file/d/1DVFwx-2ACRNCYkJVHEp_2zm7U1U3zA4v/view?usp=sharing,True,10.0
FL_0668,The Pillars,The Pillars,,,,,,,,,,,,,,The Pillars.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnSFRPX0JfU09WWGM/view?usp=drivesdk&resourcekey=0-6J3yFs4ZuwrX2ghZuJ6v5g,,,,,,,,,,,,https://drive.google.com/file/d/1QqLMFS3d8WRLheK9e1OmcaWv8bbnAg-4/view?usp=sharing,True,10.0
FL_0669,Supernal Triangle,Supernal Triangle,,,,,,,,,,,,,,Supernal Triangle.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnb1FIc1RLOWI0b1E/view?usp=drivesdk&resourcekey=0-tjKa1OCOgBUM0sH9U7KV6Q,,,,,,,,,,,,https://drive.google.com/file/d/19esJev3nQUfQ1okB2fj6L-_QlEKLYi9C/view?usp=sharing,True,10.0
FL_0670,Study of Christian Kabbalah in English pt 2,Study Of Christian Kabbalah In English Pt 2,,,,,,,,,,,,,,Study of Christian Kabbalah in English pt 2.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZ2U4clRGaXlRQVE/view?usp=drivesdk&resourcekey=0-rMTTLmd2vQa_FqFknUIMFw,,,,,,,,,,,,https://drive.google.com/file/d/1wuXwdH9mHfJGyCp7d46q7cSk0S75Itj4/view?usp=sharing,True,10.0
FL_0671,Study of Christian Kabbalah in English pt 1,Study Of Christian Kabbalah In English Pt 1,,,,,,,,,,,,,,Study of Christian Kabbalah in English pt 1.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnSVRtbTlrY0JYc0U/view?usp=drivesdk&resourcekey=0-TI5djIxfwHjUyRVaG0SI7Q,,,,,,,,,,,,https://drive.google.com/file/d/10z-8jp0e6NJu0ynEAmX3Ip-mrO8MtAxs/view?usp=sharing,True,10.0
FL_0672,Star Sponge and the Fifty Gates,Star Sponge And The Fifty Gates,,,,,,,,,,,,,,Star Sponge and the Fifty Gates.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZHluMHdtY0l3RTg/view?usp=drivesdk&resourcekey=0-b2YRpSCOJd1ofjm6ymgKwQ,,,,,,,,,,,,https://drive.google.com/file/d/1TD_oLRMT8YZOYT7zSVrZrGFb3wzOnEbS/view?usp=sharing,True,10.0
FL_0673,Spra Dtzniovtha,Spra Dtzniovtha,,,,,,,,,,,,,,Spra Dtzniovtha.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnLU1XZjVhX3I0X00/view?usp=drivesdk&resourcekey=0-5iVCrO0Uvpc8J4i6jOdltQ,,,,,,,,,,,,https://drive.google.com/file/d/1FkcU4Uj6cqxNQyzKVlHWDPnElCv4YLsT/view?usp=sharing,True,10.0
FL_0674,Souls Journey into God,Souls Journey Into God,,,,,,,,,,,,,,Souls Journey into God.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mndGVmT3FNZXNkZnM/view?usp=drivesdk&resourcekey=0-8iCYJczpzzPwaId5110iag,,,,,,,,,,,,https://drive.google.com/file/d/1LBxBE05ZMnCrsveB6kkyaJwtbXW5TZgA/view?usp=sharing,True,10.0
FL_0675,Sifra Detzniyutha,Sifra Detzniyutha,,,,,,,,,,,,,,Sifra Detzniyutha.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWmY4OGVZclNoZGM/view?usp=drivesdk&resourcekey=0-BcaKYEs_hTDaPHsm04GBjA,,,,,,,,,,,,https://drive.google.com/file/d/1Y761pioIghtYoNDWkVNNTVIOKoEg4VqF/view?usp=sharing,True,10.0
FL_0676,Shem Ha-Mephoresh,Shem Ha-Mephoresh,,,,,,,,,,,,,,Shem Ha-Mephoresh.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mndzh3ak5lam1YN1k/view?usp=drivesdk&resourcekey=0-eA8xaUKZnoAH0RFri9pzxQ,,,,,,,,,,,,https://drive.google.com/file/d/1drWbwLET26bFsJxmo4zummM3JVLuv0W5/view?usp=sharing,True,10.0
FL_0677,Shem Ha-Mephoresch,Shem Ha-Mephoresch,,,,,,,,,,,,,,Shem Ha-Mephoresch.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnRnBNcFBjczcwZTQ/view?usp=drivesdk&resourcekey=0-ripJB0K6MIoeyHBYJelHZw,,,,,,,,,,,,https://drive.google.com/file/d/1PLkvHNN_u9hJLoClakpdpOkJT-REm3Ve/view?usp=sharing,True,10.0
FL_0678,Sh'ir Qoma,Sh'Ir Qoma,,,,,,,,,,,,,,Sh'ir Qoma.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mneEJjMXJpNFZPek0/view?usp=drivesdk&resourcekey=0-7X0PRZndxTbuwgPIysnZ0g,,,,,,,,,,,,https://drive.google.com/file/d/1CE5Sm4FFA2RJQwW-YDz4I6hq8Zvj5sAk/view?usp=sharing,True,10.0
FL_0679,Seventy Fold Name of God,Seventy Fold Name Of God,,,,,,,,,,,,,,Seventy Fold Name of God.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnQ1phdzBUdDVxOVU/view?usp=drivesdk&resourcekey=0-2BgxQvx7cIeF1XYNtrY-xQ,,,,,,,,,,,,https://drive.google.com/file/d/18tmq-cPB-u6g0eF2FosmHBxStDoE7kGw/view?usp=sharing,True,10.0
FL_0680,Sephiroth ha-D borim - A Modern Revision of Sepher Sephiroth,Sephiroth Ha-D Borim - A Modern Revision Of Sepher Sephiroth,,,,,,,,,,,,,,Sephiroth ha-D borim - A Modern Revision of Sepher Sephiroth.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnX0lsZUY5bmxmN0U/view?usp=drivesdk&resourcekey=0-c524uFlCGllwruDsoTKqmQ,,,,,,,,,,,,https://drive.google.com/file/d/1kLx5rweYoi1XWQ5f9TFtNBwoIISN6KTt/view?usp=sharing,True,10.0
FL_0681,Sepher Yezirah with Commentary,Sepher Yezirah With Commentary,,,,,,,,,,,,,,Sepher Yezirah with Commentary.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnbk45N25rNG5jaWs/view?usp=drivesdk&resourcekey=0-TTrXLdP77xy9TlWKX7NAWg,,,,,,,,,,,,https://drive.google.com/file/d/1zdZ54fLI57ndxCKQlKdiVH2H6bQLQC9D/view?usp=sharing,True,10.0
FL_0682,Sepher Yetzirah Westcott version,Sepher Yetzirah Westcott Version,,,,,,,,,,,,,,Sepher Yetzirah Westcott version.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnc21yTC10RWZXelE/view?usp=drivesdk&resourcekey=0-SxpqQ2wexP-htaL9dN5e1Q,,,,,,,,,,,,https://drive.google.com/file/d/1HT_l5dwBbSELpukzSYMMiguRBftRh1Ie/view?usp=sharing,True,10.0
FL_0683,Sepher Yetzirah Multiple Versions,Sepher Yetzirah Multiple Versions,,,,,,,,,,,,,,Sepher Yetzirah Multiple Versions.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnai04cHVEb1VVZXc/view?usp=drivesdk&resourcekey=0-Imsp9346NN1EbJM55J6zaQ,,,,,,,,,,,,https://drive.google.com/file/d/16tVtcRb_LSJ1YwLfrr7LDKWQr2AmGU_n/view?usp=sharing,True,10.0
FL_0684,Sepher Yetzirah kaplan,Sepher Yetzirah Kaplan,,,,,,,,,,,,,,Sepher Yetzirah kaplan.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mncWJ6QWF5d3pPdTQ/view?usp=drivesdk&resourcekey=0-g5XHCCKQ8JXMK3byI0VeZA,,,,,,,,,,,,https://drive.google.com/file/d/116b8DntfwAicUe9VDECYiAdY12OhIRzQ/view?usp=sharing,True,10.0
FL_0685,Sepher Yetzirah Kalisch version,Sepher Yetzirah Kalisch Version,,,,,,,,,,,,,,Sepher Yetzirah Kalisch version.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWlBIb2oyZTNPa00/view?usp=drivesdk&resourcekey=0-xkizIzUeRPspJ3s3j4hnhA,,,,,,,,,,,,https://drive.google.com/file/d/1JwxQlhl-Hl8DXmQY5GepW5kWpjzqSDMQ/view?usp=sharing,True,10.0
FL_0686,Sepher Yetzirah Gra version,Sepher Yetzirah Gra Version,,,,,,,,,,,,,,Sepher Yetzirah Gra version.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mncTNSOXBac3kyd00/view?usp=drivesdk&resourcekey=0-o4iQ2pves0hR_1j17uVm7w,,,,,,,,,,,,https://drive.google.com/file/d/1s37X2kPXPIpBzklmnElvbkiu0e-9gmMr/view?usp=sharing,True,10.0
FL_0687,Sepher Yetzirah - Work of the Chariot,Sepher Yetzirah - Work Of The Chariot,,,,,,,,,,,,,,Sepher Yetzirah - Work of the Chariot.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnbURZTVo0VC1zNGs/view?usp=drivesdk&resourcekey=0-SLsgNA7SUO5_-OtmBg68Gg,,,,,,,,,,,,https://drive.google.com/file/d/1bkc_vMVWzaK_9OYHTiD9U0PqCrMaeR9r/view?usp=sharing,True,10.0
FL_0688,Sepher Yetzirah - What is it,Sepher Yetzirah - What Is It,,,,,,,,,,,,,,Sepher Yetzirah - What is it.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnSGV2bnpHbWtiWUE/view?usp=drivesdk&resourcekey=0-c2xmfDqFo-mh8CNsDss7EA,,,,,,,,,,,,https://drive.google.com/file/d/1a2cf-P9Zut-jmpc7Dkjx-AzJXoMBRnNk/view?usp=sharing,True,10.0
FL_0689,Sepher Yetzirah - Notes on Editions in English,Sepher Yetzirah - Notes On Editions In English,,,,,,,,,,,,,,Sepher Yetzirah - Notes on Editions in English.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnV0ltb2FnRnpWUlE/view?usp=drivesdk&resourcekey=0-0EpYgmYIMMDPgsArxUXaVQ,,,,,,,,,,,,https://drive.google.com/file/d/1Goe42pKuO1MTelaB6THJd0Jy5H38_G2H/view?usp=sharing,True,10.0
FL_0690,Sepher Yetzirah - Heidrick,Sepher Yetzirah - Heidrick,,,,,,,,,,,,,,Sepher Yetzirah - Heidrick.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnalkwUG9STDVGUG8/view?usp=drivesdk&resourcekey=0-eG0pLAMTKV0Hl3j5gT-Seg,,,,,,,,,,,,https://drive.google.com/file/d/1pqGE24B-Vt13AUnMeNAcL0k_LUwprYyF/view?usp=sharing,True,10.0
FL_0691,Sepher Yetzirah - Four Translations Compared,Sepher Yetzirah - Four Translations Compared,,,,,,,,,,,,,,Sepher Yetzirah - Four Translations Compared.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWlR0aWJXNVVCVnM/view?usp=drivesdk&resourcekey=0-Ua9QR9fAvP4GC9ojALPAAQ,,,,,,,,,,,,https://drive.google.com/file/d/1BIu23q03VtFYqJwNm8Jh4TxOXomJ_jWH/view?usp=sharing,True,10.0
FL_0692,Sepher Yetzirah - Commentary,Sepher Yetzirah - Commentary,,,,,,,,,,,,,,Sepher Yetzirah - Commentary.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnTDg0QjZkaXB2R2c/view?usp=drivesdk&resourcekey=0-McHwCdkd2WWrEWF6Cpd4uQ,,,,,,,,,,,,https://drive.google.com/file/d/1-de0sqvlzaE1TJ7585RxCfUTiD1mwlbJ/view?usp=sharing,True,10.0
FL_0693,Sepher Uzza wa Azazel,Sepher Uzza Wa Azazel,,,,,,,,,,,,,,Sepher Uzza wa Azazel.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnbzdqbVg2VXM0MnM/view?usp=drivesdk&resourcekey=0-tEr7M0ke1ObwsC3a8dfCew,,,,,,,,,,,,https://drive.google.com/file/d/165mgEgiX0TmmCOOrzgu4r_7YqtvA3r30/view?usp=sharing,True,10.0
FL_0694,Sepher Sephiroth,Sepher Sephiroth,,,,,,,,,,,,,,Sepher Sephiroth.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnNThBdElXcm44QWc/view?usp=drivesdk&resourcekey=0-QxsI8NqoFpm9-20CvNuDPQ,,,,,,,,,,,,https://drive.google.com/file/d/1Lwmy_jsvtpUyAMhrUKA9Bhj6PjK-IIA9/view?usp=sharing,True,10.0
FL_0695,Sepher Sephiroth - Supplement 2,Sepher Sephiroth - Supplement 2,,,,,,,,,,,,,,Sepher Sephiroth - Supplement 2.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnaGVMYWRZR0xZZ2c/view?usp=drivesdk&resourcekey=0-u86TuKiBQwTonULVCdgbBQ,,,,,,,,,,,,https://drive.google.com/file/d/1lZAcNvIl4hPUZEFidlBPyMbCLuwBUtbK/view?usp=sharing,True,10.0
FL_0696,Sepher Sephiroth - Supplement 1 ,Sepher Sephiroth - Supplement 1 ,,,,,,,,,,,,,,Sepher Sephiroth - Supplement 1 .pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnQktYVW1Bd19LQ00/view?usp=drivesdk&resourcekey=0-Weh2LLaHI0GGHSInkw7Fwg,,,,,,,,,,,,https://drive.google.com/file/d/1STxeF-Ke9m9MJmJULHwiY1JjZsuH6mnn/view?usp=sharing,True,10.0
FL_0697,Sepher Raziel,Sepher Raziel,,,,,,,,,,,,,,Sepher Raziel.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mndkJUY1l0WUVYdWM/view?usp=drivesdk&resourcekey=0-A0yJC0wVd4nk4foyVuBaOw,,,,,,,,,,,,https://drive.google.com/file/d/1hWto82kJINI_sb-VXkGxtlzwiERAccmB/view?usp=sharing,True,10.0
FL_0698,Sepher HaShmoth,Sepher Hashmoth,,,,,,,,,,,,,,Sepher HaShmoth.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnVDdEaVIxSE96V2M/view?usp=drivesdk&resourcekey=0-0sh8rC8UKeI77AMWubjY5w,,,,,,,,,,,,https://drive.google.com/file/d/15wWeeGzN6G31zXR7v-qvkn5CNW3osUQV/view?usp=sharing,True,10.0
FL_0699,Sepher Hamelbosh,Sepher Hamelbosh,,,,,,,,,,,,,,Sepher Hamelbosh.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnM20wbVh1OEJkYm8/view?usp=drivesdk&resourcekey=0-nGsW2OiO8vwo_iRWKF6PIA,,,,,,,,,,,,https://drive.google.com/file/d/1aK3a6X-gXh_6lAFQ5W90bjdAeH_MWYdc/view?usp=sharing,True,10.0
FL_0700,Sepher HaBahir,Sepher Habahir,,,,,,,,,,,,,,Sepher HaBahir.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnU2tHcUZHSDc1bFE/view?usp=drivesdk&resourcekey=0-y02-aMXJTXqNDOXPGApVdA,,,,,,,,,,,,https://drive.google.com/file/d/1bfpGR4zV3J4z57VCxUScNlCi7S0h2tDq/view?usp=sharing,True,10.0
FL_0701,Sepher Ha Zohar Excerpts,Sepher Ha Zohar Excerpts,,,,,,,,,,,,,,Sepher Ha Zohar Excerpts.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnN1dhaEJFVzNobFE/view?usp=drivesdk&resourcekey=0--c9hUJUdwhd5165u55pExg,,,,,,,,,,,,https://drive.google.com/file/d/1xM7U7MYIqtLGtmsHUTlqqKpsiKXQKHdW/view?usp=sharing,True,10.0
FL_0702,Semiphoras and Schemhamphoras,Semiphoras And Schemhamphoras,,,,,,,,,,,,,,Semiphoras and Schemhamphoras.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mndm9IdGpqMWRTRnM/view?usp=drivesdk&resourcekey=0-4OYVeWKtmF9dcfntN9OjGQ,,,,,,,,,,,,https://drive.google.com/file/d/1VK_SDf6E_jUfs0BfOi3NOKj_sah3ToH-/view?usp=sharing,True,10.0
FL_0703,Selected Writings of Franciscus van Helmont,Selected Writings Of Franciscus Van Helmont,,,,,,,,,,,,,,Selected Writings of Franciscus van Helmont.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnNlBiQm15am9XYVU/view?usp=drivesdk&resourcekey=0-yA1_IFyemT4jQgNaYXETPQ,,,,,,,,,,,,https://drive.google.com/file/d/1kQ452ljEitbHxF6F970-FfB37N4w_Faw/view?usp=sharing,True,10.0
FL_0704,Secret Inner Order Rituals of the Golden Dawn,Secret Inner Order Rituals Of The Golden Dawn,,,,,,,,,,,,,,Secret Inner Order Rituals of the Golden Dawn.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnaHZDdE0tbTRvTnM/view?usp=drivesdk&resourcekey=0--ZVjVA5dFfGnD6mopGI0cg,,,,,,,,,,,,https://drive.google.com/file/d/1ZzKTlolDL9mGT_ToEEg3UMn5BA5-yYh4/view?usp=sharing,True,10.0
FL_0705,Schemhamphorasch,Schemhamphorasch,,,,,,,,,,,,,,Schemhamphorasch.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnSnFoc0tpNFEyVms/view?usp=drivesdk&resourcekey=0-TefpxQLHqw-eDbO5-2B_AQ,,,,,,,,,,,,https://drive.google.com/file/d/1uUcA-5t0sgf-GatkanIvCfnUZUpoSj8h/view?usp=sharing,True,10.0
FL_0706,Saadia Commentary on the Sepher Yetzirah,Saadia Commentary On The Sepher Yetzirah,,,,,,,,,,,,,,Saadia Commentary on the Sepher Yetzirah.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnVWpUd0pTTThfR2s/view?usp=drivesdk&resourcekey=0-d2ts0InqW9sHyg6rvN1G7g,,,,,,,,,,,,https://drive.google.com/file/d/1CBSAWz7Dew8jbwlfUr3-2ayzPnDgq-_Z/view?usp=sharing,True,10.0
FL_0707,Regarding the power of Ruoch,Regarding The Power Of Ruoch,,,,,,,,,,,,,,Regarding the power of Ruoch.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnS25raHotdUM4azQ/view?usp=drivesdk&resourcekey=0-LUoPc_-yaXKkapxPGBJAqA,,,,,,,,,,,,https://drive.google.com/file/d/1yN-SMHcVqaGdEc7Zf1TH5aI-N5kM_H3t/view?usp=sharing,True,10.0
FL_0708,Quantum Kabala,Quantum Kabala,,,,,,,,,,,,,,Quantum Kabala.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnMEZ1OE5wX2c2LTg/view?usp=drivesdk&resourcekey=0-DnU9iQKrM_hV0bRRuXC_3w,,,,,,,,,,,,https://drive.google.com/file/d/1-fX0aJsDltunS6eiz0IzjiTBD5D5OSgk/view?usp=sharing,True,10.0
